relationship_type,source_ref,target_ref
uses,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
uses,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa
subtechnique-of,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
mitigates,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b
detects,x-mitre-data-component--5f7c9def-0ddf-423b-b1f8-fb2ddeed0ce3,attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c
uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6
uses,intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235
uses,malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
uses,malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
detects,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
uses,intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
uses,malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8
uses,intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
uses,malware--b96680d1-5eb3-4f07-b95c-00ab904ac236,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
mitigates,course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335
detects,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6
uses,malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
uses,malware--32066e94-3112-48ca-b9eb-ba2b59d2f023,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119
uses,intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
detects,x-mitre-data-component--0dcbbf4f-929c-489a-b66b-9b820d3f7f0e,attack-pattern--774ad5bb-2366-4c13-a8a9-65e50b292e7c
uses,intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,malware--fa766a65-5136-4ff3-8429-36d08eaa0100,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,malware--0d1f9f5b-11ea-42c3-b5f4-63cce0122541,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52
detects,x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a
uses,malware--e9595678-d269-469e-ae6b-75e49259de63,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7
mitigates,course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
uses,intrusion-set--fed4f0a2-4347-4530-b0f5-6dfd49b29172,malware--e2031fd5-02c2-43d4-85e2-b64f474530c2
uses,malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643
uses,campaign--93c23946-49af-41f4-ac03-40f9ffc7419b,tool--38952eac-cb1b-4a71-bad2-ee8223a1c8fe
uses,malware--7bef1b56-4870-4e74-b32a-7dd88c390c44,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776
uses,intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
uses,intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
detects,x-mitre-data-component--5c6de881-bc70-4070-855a-7a9631a407f7,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493
uses,malware--91000a8a-58cc-4aba-9ad0-993ad6302b86,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,malware--aea6d6b8-d832-4c90-a1bb-f52c6684db6c,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0
uses,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
mitigates,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529
detects,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,malware--800bdfba-6d66-480f-9f45-15845c05cb5d
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--5095a853-299c-4876-abd7-ac0050fb5462
uses,intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
uses,intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
uses,malware--e33e4603-afab-402d-b2a1-248d435b5fe0,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c
subtechnique-of,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
uses,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073
uses,intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--5763217a-05b6-4edd-9bca-057e47b5e403,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3
uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
detects,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b
uses,malware--d3105fb5-c494-4fd1-a7be-414eab9e0c96,attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6
uses,malware--222ba512-32d9-49ac-aefd-50ce981ce2ce,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327
uses,malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
uses,malware--876f6a77-fbc5-4e13-ab1a-5611986730a3,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
subtechnique-of,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
uses,malware--fb575479-14ef-41e9-bfab-0b7cf10bec73,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b
uses,tool--5256c0f8-9108-4c92-8b09-482dfacdcd94,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--d6e55656-e43f-411f-a7af-45df650471c5,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
detects,x-mitre-data-component--b9d031bb-d150-4fc6-8025-688201bf3ffd,attack-pattern--791481f8-e96a-41be-b089-a088763083d4
uses,malware--d9f7383c-95ec-4080-bbce-121c9384457b,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345
uses,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
uses,intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24
uses,malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
uses,malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
uses,malware--f8dfbc54-b070-4224-b560-79aaa5f835bd,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
uses,intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47
uses,malware--44c75271-0e4d-496f-ae0a-a6d883a42a65,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
mitigates,course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
mitigates,course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421
uses,intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
uses,campaign--93c23946-49af-41f4-ac03-40f9ffc7419b,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,malware--cad3ba95-8c89-4146-ab10-08daa813f9de
uses,malware--a04d9a4c-bb52-40bf-98ec-e350c2d6a862,attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118
uses,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466
uses,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
uses,campaign--7854c1a0-f06c-4876-98a4-4bbd34751b05,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
uses,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
uses,malware--1492d0f8-7e14-4af3-9239-bc3fe10d3407,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
mitigates,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d
uses,malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--bbcd7a02-ef24-4171-ac94-a93540173b94,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
uses,malware--4f6aa78c-c3d4-4883-9840-96ca2f5d6d47,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72
uses,malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e
uses,intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc
uses,malware--432555de-63bf-4f2a-a3fa-f720a4561078,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
detects,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2
uses,intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336
uses,malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,malware--04227b24-7817-4de1-9050-b7b1b57f5866,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
detects,x-mitre-data-component--16e07530-764b-4d83-bae0-cdbfc31bf21d,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c
uses,intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5
uses,malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
uses,intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,malware--03ea629c-517a-41e3-94f8-c7e5368cf8f4
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--28abec6c-4443-4b03-8206-07f2e264a6b4
uses,malware--a60657fa-e2e7-4f8f-8128-a882534ae8c5,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb
uses,malware--2fb26586-2b53-4b9a-ad4f-2b3bcb9a2421,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
mitigates,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414
uses,malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830
uses,malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,tool--65370d0b-3bd4-4653-8cf9-daf56f6be830
uses,malware--e2d34c63-6f5a-41f5-86a2-e2380f27f858,attack-pattern--da051493-ae9c-4b1b-9760-c009c46c9b56
uses,intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--f72251cb-2be5-421f-a081-99c29a1209e7,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d
uses,malware--e066bf86-9cfb-407a-9d25-26fd5d91e360,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82
uses,intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
uses,malware--925a6c52-5cf0-4fec-99de-b0d6917d8593,attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd
uses,malware--08d20cd2-f084-45ee-8558-fa6ef5a18519,attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade
uses,malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345
uses,malware--cad3ba95-8c89-4146-ab10-08daa813f9de,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--20945359-3b39-4542-85ef-08ecb4e1c174,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9
revoked-by,attack-pattern--02fefddc-fb1b-423f-a76b-7552dd211d4d,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba
uses,tool--4b57c098-f043-4da2-83ef-7588a6d426bc,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
mitigates,course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662
uses,malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
uses,malware--7bec698a-7e20-4fd3-bb6a-12787770fb1a,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
mitigates,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8
uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1
uses,intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,malware--b45747dc-87ca-4597-a245-7e16a61bc491
detects,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
detects,x-mitre-data-component--61f1d40e-f3d0-4cc6-aa2d-937b6204194f,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b
uses,malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--36801ffb-5c85-4c50-9121-6122e389366d,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335
uses,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e
uses,malware--94d6d788-07bb-4dcc-b62f-e02626b00108,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6
uses,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--f4d8a2d6-c684-453a-8a14-cf4a94f755c5,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
uses,malware--60a9c2f0-b7a5-4e8e-959c-e1a3ff314a5f,attack-pattern--1035cdf2-3e5f-446f-a7a7-e8f6d7925967
uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,tool--f91162cc-1686-4ff8-8115-bf3f61a4cc7a
uses,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a
uses,intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,malware--5864e59f-eb4c-43ad-83b2-b5e4fae056c9
uses,intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60
subtechnique-of,attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4
uses,intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,tool--cf23bf4a-e003-4116-bbae-1ea6c558d565
uses,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
uses,tool--03342581-f790-4f03-ba41-e82e67392e23,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
uses,malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf
uses,campaign--4553292d-12c6-4a93-934d-12160370d4e0,malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3
subtechnique-of,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--8c4aef43-48d5-49aa-b2af-c0cd58d30c3d
uses,malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade
uses,malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
uses,malware--3161d76a-e2b2-4b97-9906-24909b735386,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662
uses,malware--50d6688b-0985-4f3d-8cbe-0c796b30703b,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c
mitigates,course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,attack-pattern--16ab6452-c3c1-497c-a47d-206018ca1ada
uses,intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,malware--4b6ec280-7bbb-48ff-ae59-b189520ebe83
uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
uses,intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
uses,malware--3e4e2c79-2b27-4245-a5c1-5586a3cbd8f5,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--5633ffd3-81ef-4f98-8f93-4896b03998f0,attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc
uses,intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,tool--03342581-f790-4f03-ba41-e82e67392e23
uses,intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,malware--0817aaf2-afea-4c32-9285-4dcd1df5bf14,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--8be7c69e-d8e3-4970-9668-61de08e508cc,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
detects,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d
uses,malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,malware--a394448a-4576-41b8-81cc-9b61abad94ab,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
mitigates,course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,attack-pattern--32ad5c86-2bcf-47d8-8fdc-d7f3d79a7490
uses,intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
revoked-by,attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd,attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5
uses,malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179
